Description,AverageCost ,MinCost ,MaxCost ,Occurrences,Total,RowsBelow
Very Major Hand Procedures for Non-Trauma with CC Score 0-1,2971.523171,2971.523171,2971.523171,2930,8706562.89,1
Very Major Hand Procedures for Non-Trauma with CC Score 2+,3440.128638,3440.128638,3440.128638,881,3030753.33,1
Very Major Hand Procedures for Trauma with CC Score 0-1,3110.260584,3110.260584,3110.260584,3987,12400608.95,1
Very Major Hand Procedures for Trauma with CC Score 2+,4021.004518,4021.004518,4021.004518,622,2501064.81,1
Very Major Hip Procedures for Non-Trauma with CC Score 0-1,5992.162158,5992.162158,5992.162158,27471,164610686.6,1
Very Major Hip Procedures for Non-Trauma with CC Score 10+,13389.69168,13389.69168,13389.69168,524,7016198.44,1
Very Major Hip Procedures for Non-Trauma with CC Score 2-3,6567.755065,6567.755065,6567.755065,15565,102227107.6,1
Very Major Hip Procedures for Non-Trauma with CC Score 4-5,7439.81801,7439.81801,7439.81801,5859,43589893.72,1
Very Major Hip Procedures for Non-Trauma with CC Score 6-7,8905.015521,8905.015521,8905.015521,2177,19386218.79,1
Very Major Hip Procedures for Non-Trauma with CC Score 8-9,10759.06066,10759.06066,10759.06066,839,9026851.89,1
Very Major Hip Procedures for Trauma with CC Score 0-2,6672.389101,6672.389101,6672.389101,9947,66370254.39,1
Very Major Hip Procedures for Trauma with CC Score 12+,12572.66902,12572.66902,12572.66902,834,10485605.96,1
Very Major Hip Procedures for Trauma with CC Score 3-5,7548.352318,7548.352318,7548.352318,10595,79974792.81,1
Very Major Hip Procedures for Trauma with CC Score 6-8,8944.615759,8944.615759,8944.615759,6022,53864476.1,1
Very Major Hip Procedures for Trauma with CC Score 9-11,10742.1931,10742.1931,10742.1931,2590,27822280.12,1
Very Major Intracranial Procedures,9415.906341,5622.953453,14639.81197,7016,61530826.15,7
Very Major Knee Procedures for Non-Trauma with CC Score 0-1,5653.288251,5653.288251,5653.288251,31302,176959228.8,1
Very Major Knee Procedures for Non-Trauma with CC Score 2-3,6373.459285,6373.459285,6373.459285,20283,129272874.7,1
Very Major Knee Procedures for Non-Trauma with CC Score 4-5,7112.101938,7112.101938,7112.101938,6987,49692256.24,1
Very Major Knee Procedures for Non-Trauma with CC Score 6-7,8141.422902,8141.422902,8141.422902,2195,17870423.27,1
Very Major Knee Procedures for Non-Trauma with CC Score 8+,10259.04868,10259.04868,10259.04868,993,10187235.34,1
Very Major Knee Procedures for Trauma with CC Score 0-1,7174.743484,7174.743484,7174.743484,795,5703921.07,1
Very Major Knee Procedures for Trauma with CC Score 2-3,10442.88401,10442.88401,10442.88401,137,1430675.11,1
Very Major Knee Procedures for Trauma with CC Score 4+,12981.62743,12981.62743,12981.62743,136,1765501.33,1
Very Major Maxillofacial Procedures with CC Score 0,4858.691293,4858.691293,4858.691293,696,3381649.14,1
Very Major Maxillofacial Procedures with CC Score 1+,6649.814355,6649.814355,6649.814355,636,4229281.93,1
Very Major Neck Procedures with CC Score 0-1,6223.748555,6223.748555,6223.748555,609,3790262.87,1
Very Major Neck Procedures with CC Score 2+,7613.333663,7613.333663,7613.333663,931,7088013.64,1
Very Major Nose Procedures,2405.776655,2405.776655,2405.776655,1767,4251007.35,1
Very Major Ocular Motility Procedures,1635.361312,1501.385194,1769.337431,2133,3435037.16,2
Very Major Oculoplastics Procedures,1320.79461,1189.152504,1452.436717,9955,12272695.41,2
Very Major Open,6148.310551,4096.437884,9337.349641,8643,46205656.14,5
Very Major or Major,6370.70348,556.3641068,10977.02286,4866,15694894.29,7
Very Major Procedures for Congenital Heart Disease with CC Score 0-3,7767.340671,7767.340671,7767.340671,492,3821531.61,1
Very Major Procedures for Congenital Heart Disease with CC Score 4-8,9297.937585,9297.937585,9297.937585,675,6276107.87,1
Very Major Procedures for Congenital Heart Disease with CC Score 9+,12202.11175,12202.11175,12202.11175,399,4868642.59,1
Very Major Shoulder Procedures for Non-Trauma with CC Score 0-1,4274.440567,4274.440567,4274.440567,6521,27873626.94,1
Very Major Shoulder Procedures for Non-Trauma with CC Score 2-3,5306.496231,5306.496231,5306.496231,2664,14136505.96,1
Very Major Shoulder Procedures for Non-Trauma with CC Score 4+,6982.104062,6982.104062,6982.104062,1039,7254406.12,1
Very Major Shoulder Procedures for Trauma with CC Score 0-1,5387.725694,5387.725694,5387.725694,915,4929769.01,1
Very Major Shoulder Procedures for Trauma with CC Score 2-3,6881.625657,6881.625657,6881.625657,350,2408568.98,1
Very Major Shoulder Procedures for Trauma with CC Score 4+,8727.01177,8727.01177,8727.01177,243,2120663.86,1
Very Major Small Intestine Procedures,8276.62161,5605.279325,11467.22257,8440,63513454.93,4
Very Major Spinal Reconstructive Procedures with CC Score 0-1,10681.54145,10681.54145,10681.54145,667,7124588.15,1
Very Major Spinal Reconstructive Procedures with CC Score 2-3,11911.20759,11911.20759,11911.20759,365,4347590.77,1
Very Major Spinal Reconstructive Procedures with CC Score 4+,17415.34805,17415.34805,17415.34805,272,4736974.67,1
Very Major Vitreous Retinal Procedures,1393.158041,1045.763212,1740.55287,13830,15782310.78,2
Wire Guided Biopsy of Lesion of Breast,671.1895187,671.1895187,671.1895187,1122,753074.64,1
Wireless Capsule Endoscopy,929.3857545,730.0055579,1128.765951,8479,6336460.95,2
Grand Total,3916.979164,0,108760.4531,79866677,40394464121,2782
